SetID,Number,Variant,YearFrom,Category,Theme,ThemeGroup,Subtheme,SetName,Image,ImageFilename,USRetailPrice,UKRetailPrice,CARetailPrice,DERetailPrice,USDateAdded,USDateRemoved,Pieces,Minifigs,MinifigNumbers,PackagingType,Availability,USItemNumber,EUItemNumber,EAN,UPC,Width,Height,Depth,Weight,ModelDimension1,ModelDimension2,ModelDimension3,AgeMin,AgeMax,OwnCount,WantCount,InstructionsCount,AdditionalImageCount,Released,Rating,BrickLinkSoldPriceNew,BrickLinkSoldPriceUsed,Designers,LaunchDate,ExitDate,Own,Want,QtyOwned,QtyOwnedNew,QtyOwnedUsed,QtyWanted,WantedPriority,,Flag2,Flag3,Flag4,Flag5,Flag6,Flag7,Flag8,UserNotes
"34401","40580","1","2023","Normal","Icons","Model making","Space System","Blacktron Cruiser","X","40580-1","","","","","","","356","2","sp134,sp135,","Box","LEGO exclusive","6428004","6428003","5702017422749","673419377195","26","19","4.6","0.367","29","23","5","18","","11107","1415","2","4","X","4","39.8700","27.9100","Rok Zgalin Kobe,","01/01/2023 00:00:00","31/12/2023 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"34495","40586","1","2023","Normal","Icons","Model making","Promotional","Moving Truck","X","40586-1","","","","","","","301","2","twn459,twn460,","Box","LEGO exclusive","6428014","6428013","5702017423623","673419377560","26","13.9","7.1","0.372","15","9","5","18","","8592","1496","2","5","X","14","26.0700","19.9500","Antica Bracanov,","10/02/2023 00:00:00","31/12/2023 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"36866","40587","1","2023","Normal","Seasonal","Miscellaneous","Easter","Easter Basket","X","40587-1","","","","","","","368","","","Box","LEGO exclusive","6428016","6428015","5702017422138","673419377850","14","26","6","0.305","","","","9","","7145","341","2","3","X","0","15.6400","7.9900","Mel Caddick,","16/03/2023 00:00:00","31/12/2023 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"47037","40591","1","2023","Normal","Star Wars","Licensed","Promotional","Death Star II","X","40591-1","","","","","","","289","","","Box","LEGO exclusive","6428024","6428023","","673419377348","14.1","26.2","6.1","","","","","18","","11185","1603","2","4","X","14","50.6200","38.5200","Nathan Clark,","01/05/2023 00:00:00","31/12/2023 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"47195","40600","1","2023","Normal","Disney","Licensed","Disney 100","Disney 100 Years Celebration","X","40600-1","","","","","","","226","1","dis131,","Box","LEGO exclusive","","6442592","5702017471402","673419382083","26","14","7","0.342","31","9","9","8","","4117","650","6","6","X","0","21.8100","9.6000","","01/07/2023 00:00:00","31/12/2023 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"48685","40603","1","2023","Normal","Seasonal","Miscellaneous","Christmas","Wintertime Carriage Ride","X","40603-1","","","","","","","153","3","hol333,hol334,hol335,","Box","LEGO exclusive","","6442595","5702017471433","673419382113","26.1","13.8","4.7","0.241","24","9","6","9","","6458","934","2","4","X","3","29.6500","21.4800","Dan Squirrell,","01/12/2023 00:00:00","31/12/2023 00:00:00","X","","2","2","0","0","1","","","","","","","","","HOME"
"48686","40604","1","2023","Normal","Seasonal","Miscellaneous","Christmas","Christmas Decor Set","X","40604-1","","","","","","","182","","","Box","LEGO exclusive","","6442596","5702017471181","673419382120","15.7","14","6","0.216","9","7","7","9","","5996","340","2","4","X","0","16.5100","11.6300","Chris McVeigh,","01/12/2023 00:00:00","31/12/2023 00:00:00","X","","2","2","0","0","1","","","","","","","","","HOME"
"34403","40605","1","2023","Normal","Miscellaneous","Miscellaneous","VIP Add On Pack","Lunar New Year VIP Add-On Pack","X","40605-1","","","","","","","124","","","Polybag","LEGO exclusive","6428026","6428025","5702017422152","673419377874","20","19.5","2.9","0.086","","","","6","","8779","464","2","0","X","2","7.5600","2.5000","Leonard Bahro,","01/01/2023 00:00:00","31/12/2023 00:00:00","X","","4","4","0","0","1","","","","","","","","",""
"34492","40606","1","2023","Normal","Miscellaneous","Miscellaneous","VIP Add On Pack","Spring Fun VIP Add-On Pack","X","40606-1","","","","","","","128","","","Polybag","LEGO exclusive","6428028","6428027","5702017422169","673419377959","20","19.5","2.9","0.071","","","","6","","6323","519","2","1","X","5","8.1500","5.0000","Leonard Bahro,","01/03/2023 00:00:00","31/12/2023 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"48323","40613","1","2023","Normal","Disney","Licensed","Aladdin","Mini Disney Palace of Agrabah","X","40613-1","39.99","39.99","49.99","39.99","02/09/2023 00:00:00","03/03/2025 00:00:00","506","","","Box","Retail","6442641","6442601","5702017471235","673419382274","","","","","15","14","16","12","","2869","712","2","2","X","0","34.3000","27.1300","Mel Caddick,","01/10/2023 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"34274","40615","1","2023","Normal","BrickHeadz","Licensed","Star Wars","Tusken Raider","X","40615-1","9.99","9.99","12.99","9.99","03/12/2022 00:00:00","03/11/2024 00:00:00","152","","","Box","Retail","6428048","6428047","5702017424002","673419378062","9.1","12.2","7.8","","8","5","5","10","","7011","868","3","5","X","4","13.4400","6.1500","","01/01/2023 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"34481","40620","1","2023","Normal","BrickHeadz","Licensed","Disney","Cruella & Maleficent","X","40620-1","19.99","17.99","24.99","19.99","31/01/2023 00:00:00","19/03/2025 00:00:00","320","","","Box","Retail","6428052","6428051","5702017424026","673419378086","19.1","14.1","7.1","","","","","10","","3113","602","5","7","X","0","23.5000","15.0000","","01/03/2023 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"44604","40623","1","2023","Normal","BrickHeadz","Licensed","Star Wars","Battle of Endor Heroes","X","40623-1","39.99","39.99","49.99","39.99","06/04/2023 00:00:00","01/03/2024 00:00:00","549","","","Box","Retail","6428058","6428057","5702017424057","673419378116","35.4","19.1","5.9","","","","","10","","5903","915","10","4","X","3","39.2000","43.8600","Jme Wheeler,","07/04/2023 00:00:00","31/12/2023 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"34571","40625","1","2023","Normal","BrickHeadz","Licensed","Minecraft","Llama","X","40625-1","9.99","9.99","12.99","9.99","14/03/2023 00:00:00","01/03/2024 00:00:00","100","","","Box","Retail","6426350","6426349","5702017414492","673419373869","9.1","12.2","7.8","","","","","10","","2096","665","2","5","X","0","17.0700","13.0100","Erik Jensen,","01/04/2023 00:00:00","31/12/2023 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"34572","40626","1","2023","Normal","BrickHeadz","Licensed","Minecraft","Zombie","X","40626-1","9.99","9.99","12.99","9.99","14/03/2023 00:00:00","01/03/2024 00:00:00","81","","","Box","Retail","6428062","6428061","5702017423791","673419377799","9.1","12.2","7.8","","","","","10","","1629","503","2","5","X","0","15.5900","11.9200","Ricardo Silva,","01/04/2023 00:00:00","31/12/2023 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"47259","40658","1","2023","Normal","Star Wars","Licensed","Seasonal","Millennium Falcon Holiday Diorama","X","40658-1","29.99","25.99","39.99","29.99","02/09/2023 00:00:00","01/03/2024 00:00:00","282","4","sw0532,sw1034,sw1317,sw1318,","Box","LEGO exclusive","6442651","6442611","5702017471556","673419382397","","","","","17","12","8","8","","8538","1278","2","2","X","4","27.3800","23.3600","","01/10/2023 00:00:00","31/12/2023 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"48343","40659","1","2023","Normal","Disney","Licensed","Disney 100","Mini Steamboat Willie","X","40659-1","","","","","","","424","1","dis147,","Box","Promotional","","","","673419384988","","","","","13","20","11","9","","3698","885","7","5","X","0","38.9100","25.0000","Dan Squirrell,","15/10/2023 00:00:00","31/12/2023 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"48974","40669","1","2024","Normal","BrickHeadz","Licensed","Marvel Super Heroes","Iron Man MK5","X","40669-1","9.99","9.99","12.99","9.99","02/06/2024 00:00:00","03/11/2025 00:00:00","101","","","Box","Retail","6473966","6473965","5702017598598","673419393805","9.1","12.2","7.8","","","","","10","","2118","587","2","3","X","0","10.0000","","Justin Ramsden,","01/07/2024 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"48692","40674","1","2024","Normal","BrickHeadz","Licensed","Disney","Stitch","X","40674-1","9.99","9.99","12.99","9.99","03/01/2024 00:00:00","03/11/2025 00:00:00","152","","","Box","Retail","6473129","6473128","5702017595825","673419392037","9.1","12.2","5.9","","","","","10","","3454","741","2","4","X","4","12.8400","","Dan Squirrell,","01/02/2024 00:00:00","31/12/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"48814","40675","1","2024","Normal","BrickHeadz","Licensed","Star Wars","Clone Commander Cody","X","40675-1","9.99","9.99","12.99","9.99","16/04/2024 00:00:00","03/11/2025 00:00:00","147","","","Box","Retail","6473135","6473134","5702017597089","673419392822","9.1","12.2","7.8","0.137","8","5","6","10","","5119","796","2","4","X","0","10.3900","7.0000","","01/05/2024 00:00:00","31/12/2025 00:00:00","X","","2","2","0","0","1","","","","","","","","","HOME"
"48858","40676","1","2024","Normal","BrickHeadz","Licensed","Star Wars","The Phantom Menace","X","40676-1","54.99","49.99","69.99","54.99","16/04/2024 00:00:00","24/12/2024 00:00:00","732","","","Box","LEGO exclusive","6473137","6473136","5702017597096","673419392839","35.4","19.1","7","","6","4","5","10","","4496","819","12","5","X","0","46.6700","34.8600","Nathan Clark,","01/05/2024 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"48859","40677","1","2024","Normal","BrickHeadz","Licensed","Wizarding World","Prisoner of Azkaban Figures","X","40677-1","49.99","44.99","64.99","49.99","01/02/2024 00:00:00","11/03/2025 00:00:00","697","","","Box","Retail","6473133","6473132","5702017597072","673419392815","35.4","19.1","7","","","","","10","","2157","644","10","2","X","0","52.3700","","","01/03/2024 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"48992","40679","1","2024","Normal","Seasonal","Miscellaneous","Valentine's Day","Love Gift Box","X","40679-1","","","","","","","159","","","Box","LEGO exclusive","6473118","6473117","5702017596006","","14.1","12.2","4.5","0.155","11","7","6","8","","2670","231","2","3","X","0","11.3100","9.7900","Mina Yoo,","01/02/2024 00:00:00","31/07/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"49027","40680","1","2024","Normal","Promotional","Miscellaneous","Shops","Flower Store","X","40680-1","","","","","","","338","","","Box","LEGO exclusive","6473121","6473119","","","26.2","14.1","4.8","","","","","12","","2882","662","2","4","X","0","22.2100","18.0000","Mel Caddick,","01/03/2024 00:00:00","31/08/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"49043","40682","1","2024","Normal","Seasonal","Miscellaneous","Easter","Spring Garden House","X","40682-1","","","","","","","277","","","Box","LEGO exclusive","6473144","6473143","5702017596754","","26","14","7.2","0.353","13","13","9","6","","2884","163","2","4","X","0","7.6000","","","12/03/2024 00:00:00","31/05/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"48958","40686","1","2024","Normal","Star Wars","Licensed","Promotional","Trade Federation Troop Carrier","X","40686-1","","","","","","","262","8","sw0001c,sw1338,","Box","LEGO exclusive","6473164","6473163","","","26.2","19.1","4.6","","","","","10","","10096","1605","2","3","X","8","44.6100","29.6100","","01/05/2024 00:00:00","31/05/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"50198","40689","1","2024","Normal","Promotional","Miscellaneous","Gift with Purchase","Firework Celebrations","X","40689-1","","","","","","","184","2","twn503,twn504,","Box","LEGO exclusive","6473169","6473167","","","19.1","14.1","4.6","0.177","14","16","7","7","","3614","453","2","3","X","4","9.1400","5.0000","Dan Squirrell,","01/05/2024 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"50375","40691","1","2024","Normal","Creator","Model making","3 in 1","Mythical Pegasus","X","40691-1","","","","","","","278","","","Box","LEGO exclusive","","6473975","5702017598642","673419393867","14","26","7","0.37","","","","7","","2058","394","8","6","X","0","19.6900","13.2500","George Gilliatt,","19/08/2024 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"50409","40697","1","2024","Normal","Creator","Model making","Seasonal","Halloween Pumpkin","X","40697-1","","","","","","","254","","","Box","LEGO exclusive","","6473989","5702017598727","","20.4","19","6","0.306","12","8","8","8","","5639","476","2","3","X","5","21.4400","13.6500","","01/10/2024 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"50743","40699","1","2024","Normal","Miscellaneous","Miscellaneous","","Retro Record Player","X","40699-1","","","","","","","310","","","Box","LEGO exclusive","","6473997","5702017598130","","26","19","7","0.476","","","","12","","5843","466","2","4","X","0","34.4000","28.7200","","23/11/2024 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"50777","40700","1","2024","Normal","Creator","Model making","Seasonal","Winter Holiday Train","X","40700-1","","","","","","","294","","","Box","LEGO exclusive","","6473999","5702017598758","","20.4","19","6","0.324","","","","8","","6623","300","4","4","X","5","16.2800","24.9900","","23/11/2024 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"50724","40701","1","2024","Normal","Seasonal","Miscellaneous","Christmas","Ballerina & Nutcracker Scene","X","40701-1","","","","","","","244","1","hol369,","Box","LEGO exclusive","","6474003","5702017598147","","14","26","7.2","0.363","","","","9","","2943","412","2","4","X","0","20.5900","14.0000","Mel Caddick,","06/12/2024 00:00:00","31/12/2024 00:00:00","X","","2","2","0","0","1","","","","","","","","",""
"50725","40702","1","2024","Normal","Seasonal","Miscellaneous","Christmas","Christmas Picture Frame","X","40702-1","","","","","","","209","","","Box","LEGO exclusive","","6474005","5702017598154","","19","14","7","0.247","","","","8","","1770","211","2","4","X","0","11.3000","","Mina Yoo,","13/12/2024 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"48800","40706","1","2024","Normal","Ninjago","Action/Adventure","Micro Ninjago City","Micro NINJAGO City Markets ","X","40706-1","","","","","","","365","","","Box","LEGO exclusive","","","","","","","","","","","","10","","2521","611","2","3","X","0","21.5300","21.5800","Chi Wing Lee,","01/07/2024 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"48770","40708","1","2024","Normal","Disney","Licensed","The Little Mermaid","Mini Disney Ariel's Castle","X","40708-1","39.99","34.99","54.99","39.99","07/12/2023 00:00:00","03/11/2025 00:00:00","557","1","dp189,","Box","Retail","6473102","6473101","5702017596952","673419392808","19.1","26.2","7.2","","21","14","12","12","","1621","833","2","5","X","0","33.1300","40.0000","Mel Caddick,","01/01/2024 00:00:00","31/12/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"48766","40709","1","2024","Normal","Seasonal","Miscellaneous","Easter","Spring Animal Playground","X","40709-1","12.99","10.99","16.99","12.99","07/12/2023 00:00:00","03/11/2025 00:00:00","172","","","Box","LEGO exclusive","6473104","6473103","5702017596730","673419392860","19.1","14.1","4.6","0.199","10","13","10","8","","1124","207","2","5","X","0","9.9500","","Mina Yoo,","01/01/2024 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"48996","40712","1","2024","Normal","Icons","Model making","Space System","Micro Rocket Launchpad","X","40712-1","","","","","","","325","2","sp140,sp141,","Box","LEGO exclusive","6479561","6479559","5702017611587","","20.5","19.1","6.1","0.316","","","","9","","6002","1160","4","3","X","4","36.6300","24.5300","Mel Caddick,","16/02/2024 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"48987","40720","1","2024","Normal","Disney","Licensed","Disney Parks","Mini Disney Sleeping Beauty Castle","X","40720-1","39.99","34.99","54.99","39.99","03/05/2024 00:00:00","03/11/2025 00:00:00","528","1","dis099,","Box","Retail","6473954","6473953","5702017597454","673419393751","19.1","26.2","7.2","","18","14","11","12","","1774","948","2","5","X","0","38.7400","30.0000","Mel Caddick,","01/06/2024 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"50437","40728","1","2024","Normal","BrickHeadz","Licensed","Fortnite","Brite Bomber","X","40728-1","","","","","","","151","","","Box","LEGO exclusive","","6473995","5702017598741","673419393959","12","14","6","0.139","","","","10","","4743","232","2","3","X","0","9.6900","5.9800","","01/10/2024 00:00:00","31/12/2024 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"50206","40749","1","2024","Normal","BrickHeadz","Licensed","Disney","Joy, Sadness & Anxiety","X","40749-1","19.99","17.99","24.99","19.99","03/05/2024 00:00:00","03/11/2025 00:00:00","300","","","Box","Retail","6484711","6484710","5702017652894","673419398367","19.1","14.1","7.1","","9","8","6","10","","2046","555","6","6","X","0","19.8900","18.5900","","01/06/2024 00:00:00","31/12/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"49012","40750","1","2024","Normal","BrickHeadz","Licensed","Wednesday","Wednesday & Enid","X","40750-1","19.99","17.99","24.99","19.99","14/09/2024 00:00:00","03/11/2025 00:00:00","239","","","Box","Retail","6484713","6484712","5702017652900","673419398374","","","","","","","","10","","1491","353","4","4","X","0","26.0600","","","01/10/2024 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"48936","40752","1","2024","Normal","BrickHeadz","Licensed","Disney","Carl, Russell & Kevin","X","40752-1","19.99","17.99","24.99","19.99","03/05/2024 00:00:00","03/11/2025 00:00:00","308","","","Box","Retail","6484717","6484716","5702017652924","673419398398","19.1","14.1","9.1","","13","9","7","10","","2638","741","6","7","X","0","23.0100","","","01/06/2024 00:00:00","31/12/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"48961","40755","1","2024","Normal","Star Wars","Licensed","Miscellaneous","Imperial Dropship vs. Rebel Scout Speeder","X","40755-1","39.99","34.99","54.99","39.99","18/09/2024 00:00:00","23/10/2025 00:00:00","383","7","sw1275,sw1285,sw1326,sw1327,sw1391,sw1392,sw1393,","Box","Retail - limited","6506628","6506627","5702017726878","673419400787","","","","","","","","8","","5956","2338","4","4","X","7","41.7700","35.8400","Niels Bundesen,","01/10/2024 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"51234","40765","1","2025","Normal","Star Wars","Licensed","Promotional","Kamino Training Facility","X","40765-1","","","","","","","190","3","sw1408,","Box","LEGO exclusive","6530187","6530186","5702017830254","673419408714","20.5","19.1","4.6","","24","5","8","10","","7141","922","2","4","X","0","42.4300","34.1500","","01/05/2025 00:00:00","31/05/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"51338","40767","1","2025","Normal","Promotional","Miscellaneous","Gift with Purchase","Up-Scaled Baby Astronaut","X","40767-1","","","","","","","250","","","Box","LEGO exclusive","6530291","6530290","5702017829777","","14.1","19.1","7.1","0.31","","","","10","","4942","599","2","3","X","0","33.0400","28.3100","Leonard Bahro,","15/05/2025 00:00:00","31/12/2025 00:00:00","X","","2","2","0","0","1","","","","","","","","",""
"51630","40769","1","2025","Normal","Sonic the Hedgehog","Licensed","Promotional","SEGA Genesis Controller","X","40769-1","","","","","","","260","","","Box","LEGO exclusive","6530295","6530294","5702017829791","673419408134","26.2","19.1","4.6","","10","15","3","18","","2506","307","2","5","X","0","30.1200","14.7700","","08/09/2025 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
